,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS
4165,1,0,1,1,202500.0,4,4,1,1,-17223,-1432,3.0
4166,1,1,1,2,697500.0,0,1,2,1,-14184,-5295,3.0
4167,0,0,1,1,180000.0,4,4,1,1,-16466,-2083,3.0
4168,0,1,1,1,202500.0,4,4,1,1,-10310,-2257,3.0
4169,0,0,1,2,202500.0,4,1,1,1,-13797,-3259,4.0
4170,1,1,1,2,180000.0,4,1,1,1,-19580,-1230,4.0
4171,1,1,1,2,225000.0,4,1,1,1,-13456,-992,4.0
4172,1,1,0,1,211500.0,0,4,1,1,-14290,-2470,3.0
4173,1,1,1,1,225000.0,0,4,1,1,-15296,-4244,3.0
4174,1,1,1,1,135000.0,0,1,1,1,-18230,-444,3.0
4175,1,1,1,1,144000.0,4,4,1,1,-8696,-1070,3.0
4176,1,0,0,1,148500.0,4,4,1,1,-13574,-109,3.0
4177,0,0,1,1,225000.0,0,1,1,1,-13011,-1953,3.0
4178,1,1,1,2,225000.0,0,4,0,1,-18376,-4270,4.0
4179,1,1,1,2,126000.0,4,4,1,1,-16468,-3304,4.0
4180,0,1,1,2,202500.0,0,4,1,1,-12642,-3298,4.0
4181,1,1,1,1,216000.0,4,4,1,4,-17051,-1457,3.0
4182,0,0,1,1,157500.0,4,4,1,1,-14510,-3805,3.0
4183,1,1,1,1,360000.0,4,1,1,1,-11767,-3883,3.0
4184,1,0,0,1,270000.0,0,4,1,1,-13538,-5422,3.0
4185,0,0,1,1,126000.0,4,4,1,1,-11461,-1204,3.0
4186,0,0,1,2,202500.0,4,4,1,1,-15792,-6237,4.0
4187,0,1,0,2,81000.0,4,1,1,1,-12358,-3017,4.0
4188,0,1,1,2,94500.0,2,4,1,1,-14154,-6610,4.0
4189,0,0,1,2,202500.0,4,3,1,1,-13483,-5204,4.0
4190,0,0,1,2,67500.0,0,4,1,1,-15140,-3174,4.0
4191,0,1,1,1,360000.0,4,1,1,1,-11619,-2475,3.0
4192,0,0,0,1,45000.0,0,4,1,1,-11070,-645,3.0
4193,0,0,0,1,90000.0,4,4,1,1,-16118,-1959,3.0
4194,1,1,1,1,324000.0,4,1,1,1,-11296,-3181,3.0
4195,1,1,0,1,360000.0,2,4,1,1,-11294,-3536,3.0
4196,1,1,0,1,202500.0,0,4,1,1,-14749,-2946,3.0
4197,1,0,1,1,360000.0,4,4,0,1,-11524,-2554,3.0
4198,0,1,0,1,180000.0,4,4,1,1,-11107,-130,3.0
4199,0,1,1,1,207000.0,4,1,1,1,-10791,-2478,3.0
4200,0,1,1,1,135000.0,0,4,1,1,-11159,-856,3.0
4201,1,1,1,1,225000.0,4,4,1,3,-15090,-6761,3.0
4202,0,0,0,1,99000.0,4,4,1,1,-15626,-422,3.0
4203,1,1,0,1,180000.0,4,4,1,1,-11498,-4491,3.0
4204,1,0,1,2,270000.0,4,4,1,1,-13777,-460,4.0
4205,1,0,0,1,360000.0,4,4,1,1,-15244,-2908,3.0
4206,1,1,1,2,157500.0,0,1,1,5,-14192,-626,4.0
4207,1,1,1,1,270000.0,4,1,1,1,-17193,-1137,3.0
4208,0,1,1,1,315000.0,0,1,1,1,-16710,-3092,3.0
4209,0,0,1,1,121500.0,4,4,1,1,-9448,-355,3.0
4210,1,0,1,2,225000.0,4,2,1,1,-14877,-139,4.0
4211,1,1,1,1,112500.0,4,4,1,1,-17067,-243,3.0
4212,0,0,1,1,90000.0,4,4,0,1,-8993,-152,3.0
4213,0,1,1,2,121500.0,4,2,1,1,-11327,-101,4.0
4214,1,0,0,1,180000.0,0,4,1,1,-14401,-979,3.0
4215,0,0,0,1,90000.0,4,4,1,1,-16118,-1959,3.0
4216,0,1,0,2,157500.0,0,1,1,1,-13488,-3723,4.0
4217,0,0,0,2,157500.0,4,4,1,1,-13266,-3271,4.0
4218,1,1,1,2,225000.0,4,4,4,2,-15277,-2472,3.0
4219,0,0,0,1,103500.0,4,4,1,1,-11720,-1191,3.0
4220,0,0,0,2,139500.0,4,2,1,5,-13166,-2988,4.0
4221,0,0,1,1,324000.0,2,1,1,1,-13482,-4795,3.0
4222,0,0,0,1,67500.0,4,4,1,1,-16581,-6959,3.0
4223,0,0,0,2,135000.0,4,4,1,1,-9736,-2870,4.0
4224,0,0,1,2,126000.0,0,1,1,1,-12411,-1773,4.0
4225,1,1,1,2,157500.0,1,4,1,1,-16957,365243,4.0
4226,0,0,1,2,76500.0,4,1,1,1,-11191,-741,4.0
4227,0,1,1,2,202500.0,0,4,1,1,-9868,-583,4.0
4228,1,1,1,1,450000.0,1,4,1,1,-18173,-678,3.0
4229,0,0,0,2,139500.0,4,2,1,5,-13166,-2988,4.0
4230,1,1,1,2,675000.0,0,1,1,1,-13398,-3003,4.0
4231,0,0,0,2,157500.0,4,4,0,4,-15635,-1860,4.0
4232,0,0,1,1,225000.0,4,4,1,1,-14357,-3120,3.0
4233,0,0,1,1,180000.0,0,4,0,1,-11920,-2967,3.0
4234,1,1,1,2,144000.0,0,1,1,1,-11709,-674,4.0
4235,0,1,1,1,119700.0,4,1,1,1,-13058,-3329,3.0
4236,0,0,1,1,247500.0,0,1,1,1,-14371,-1325,3.0
4237,0,1,1,2,270000.0,4,4,0,1,-12745,-525,4.0
4238,0,1,1,1,112500.0,0,1,0,1,-10551,-3000,3.0
4239,0,0,1,1,140850.0,0,4,1,1,-10855,-321,3.0
4240,0,0,1,1,112500.0,4,4,1,1,-13741,-5221,3.0
4241,1,1,0,2,360000.0,4,4,1,1,-16030,-2540,4.0
4242,1,0,0,2,283500.0,4,4,1,1,-14557,-2517,4.0
4243,1,1,0,1,225000.0,4,4,1,1,-10502,-1878,3.0
4244,1,0,0,2,202500.0,4,4,1,5,-10954,-745,4.0
4245,0,0,0,2,225000.0,2,4,1,1,-12079,-1984,4.0
4246,0,0,0,1,72000.0,4,4,1,1,-12758,-148,3.0
4247,0,0,1,2,112500.0,4,1,1,1,-10115,-885,4.0
4248,1,0,1,1,202500.0,0,4,1,1,-16184,-1003,3.0
4249,0,0,1,2,173250.0,4,4,2,1,-13219,-5542,3.0
4250,0,0,0,2,108000.0,0,4,1,1,-13596,-1323,4.0
4251,0,1,1,1,135000.0,0,1,1,1,-15481,-2874,3.0
4252,1,1,1,2,675000.0,0,1,1,1,-13398,-3003,4.0
4253,0,0,1,1,225000.0,0,1,1,1,-13011,-1953,3.0
4254,0,0,0,1,90000.0,4,4,1,5,-10253,-1462,3.0
4255,1,0,0,1,202500.0,0,1,1,1,-13040,-1223,3.0
4256,0,0,1,1,185400.0,4,1,1,1,-14817,-413,3.0
4257,0,1,1,1,202500.0,2,1,1,1,-16200,-3627,3.0
4258,0,0,1,2,135000.0,4,4,1,1,-14360,-1565,4.0
4259,0,0,1,1,166500.0,4,4,1,1,-14775,-7866,3.0
4260,0,0,1,2,90000.0,4,4,2,1,-13593,-4699,3.0
4261,0,1,1,3,243000.0,0,1,3,4,-23198,-1112,4.0
4262,0,1,0,1,90000.0,4,4,1,1,-13951,-1101,3.0
4263,0,0,1,1,126000.0,4,1,1,1,-12662,-1359,3.0
4264,1,0,1,2,112500.0,4,4,1,1,-21312,-10050,4.0
4265,0,0,1,2,225000.0,4,1,1,1,-13760,-370,4.0
4266,1,1,1,1,157500.0,0,4,1,1,-13246,-635,3.0
4267,0,0,1,2,81000.0,0,1,1,1,-12404,-1539,4.0
4268,1,1,0,2,315000.0,4,4,1,1,-12037,-197,4.0
4269,1,1,1,1,360000.0,0,4,1,1,-13940,-617,3.0
4270,1,1,1,2,81000.0,2,4,1,1,-13276,-5581,4.0
4271,0,1,1,2,450000.0,0,1,1,1,-15137,-2734,4.0
4272,0,0,1,1,112500.0,3,4,0,1,-12127,-795,3.0
4273,1,1,1,1,90000.0,4,4,1,1,-14163,-2215,3.0
4274,0,0,1,2,54000.0,1,1,1,1,-22087,365243,4.0
4275,0,0,1,1,112500.0,4,4,1,1,-14644,-3633,3.0
4276,1,1,1,1,225000.0,4,4,1,1,-10035,-1108,3.0
4277,1,1,1,2,225000.0,0,4,1,1,-15290,-1405,4.0
4278,1,0,0,2,157500.0,4,1,1,1,-11811,-4676,4.0
4279,0,0,0,1,85500.0,2,4,1,2,-15014,-6866,3.0
4280,0,0,1,1,157500.0,0,4,0,1,-14642,-345,3.0
4281,1,1,0,1,315000.0,0,1,1,5,-11689,-716,3.0
4282,0,1,1,1,130500.0,4,4,1,1,-14152,-5560,3.0
4283,0,0,1,1,90000.0,4,4,0,1,-9269,-512,3.0
4284,1,1,1,2,531000.0,2,1,1,1,-15173,-7916,4.0
4285,0,0,1,1,180000.0,4,1,1,1,-10340,-2448,3.0
4286,0,1,0,1,90000.0,4,4,1,1,-13951,-1101,3.0
4287,1,1,0,1,229500.0,2,4,1,1,-21665,-4342,3.0
4288,1,1,1,2,180000.0,4,1,1,1,-17330,-848,4.0
4289,1,0,1,2,270000.0,4,4,1,1,-12488,-3608,4.0
4290,0,0,1,1,121500.0,4,1,1,1,-11007,-762,3.0
4291,1,1,0,1,135000.0,4,4,1,1,-10583,-1184,3.0
4292,0,1,1,2,135000.0,4,4,1,1,-15761,-3173,4.0
4293,1,0,0,1,157500.0,4,4,1,1,-11653,-1617,3.0
4294,0,0,1,1,225000.0,4,1,1,1,-19573,-7404,3.0
4295,1,1,1,1,270000.0,1,4,1,1,-15493,365243,3.0
4296,1,0,1,2,162000.0,4,4,1,1,-11127,-4266,4.0
4297,1,1,0,1,135000.0,4,4,1,1,-10583,-1184,3.0
4298,1,0,0,2,247500.0,4,4,1,3,-13953,-3231,4.0
4299,0,0,1,1,360000.0,0,4,1,1,-17106,-2849,3.0
4300,0,0,1,1,180000.0,4,4,1,1,-10645,-3868,3.0
4301,1,0,1,1,180000.0,4,1,1,1,-9441,-1235,3.0
4302,0,0,0,1,99000.0,0,4,1,5,-9538,-827,3.0
4303,1,1,0,1,180000.0,0,4,1,1,-14566,-292,3.0
4304,1,0,1,2,112500.0,4,4,1,1,-11964,-4280,4.0
4305,1,1,0,1,225000.0,4,4,0,1,-16173,-2862,3.0
4306,0,0,1,2,90000.0,2,4,1,5,-12989,-6195,4.0
4307,1,0,1,1,157500.0,4,4,1,3,-11318,-3330,3.0
4308,1,0,1,1,225000.0,4,4,1,1,-16286,-1677,3.0
4309,0,0,1,1,112500.0,4,3,1,1,-13042,-3745,3.0
4310,1,1,1,1,270000.0,4,1,1,1,-13708,-97,3.0
4311,0,1,1,2,225000.0,0,1,1,1,-14100,-3623,4.0
4312,0,1,1,2,180000.0,0,1,0,1,-11542,-1169,4.0
4313,1,0,1,1,234000.0,4,4,1,1,-11970,-1748,3.0
4314,0,0,1,2,90000.0,4,4,1,5,-13847,-366,4.0
4315,1,0,0,1,135000.0,4,4,1,2,-14534,-6652,3.0
4316,1,0,0,1,180000.0,4,4,1,1,-15997,-1892,3.0
4317,1,0,0,1,225000.0,0,4,1,5,-17868,-1912,3.0
4318,0,0,1,1,360000.0,0,4,1,1,-15812,-565,3.0
4319,1,0,1,1,157500.0,0,4,1,1,-10686,-3457,3.0
4320,0,0,0,1,135000.0,4,4,0,1,-10151,-1138,3.0
4321,0,1,1,1,180000.0,4,1,0,5,-13435,-1297,3.0
4322,0,1,0,1,387000.0,4,1,1,1,-13168,-2574,3.0
4323,1,1,1,1,405000.0,2,1,1,1,-11532,-4917,3.0
4324,0,0,1,2,54000.0,4,4,1,1,-9905,-795,4.0
4325,0,0,0,1,135000.0,4,4,1,1,-17708,-1571,3.0
4326,1,1,0,2,225000.0,4,4,3,1,-14136,-2628,4.0
4327,1,0,1,1,157500.0,4,4,1,1,-12585,-367,3.0
4328,0,1,1,2,135000.0,4,4,1,1,-12406,-265,4.0
4329,0,0,0,1,180000.0,4,4,1,1,-14167,-735,3.0
4330,1,0,0,2,225000.0,4,1,0,1,-16768,-3088,4.0
4331,1,1,1,1,135000.0,4,4,1,1,-10910,-1436,3.0
4332,0,0,0,1,157500.0,4,4,0,5,-11680,-3695,3.0
4333,0,0,1,1,180000.0,4,4,1,1,-15703,-1844,3.0
4334,0,0,1,2,144000.0,0,4,0,1,-15874,-2958,4.0
4335,1,0,0,2,135000.0,0,4,2,5,-12682,-705,3.0
4336,1,1,1,1,360000.0,4,1,1,1,-16250,-747,3.0
4337,0,0,1,1,135000.0,0,1,1,1,-9778,-2910,3.0
4338,0,0,1,2,270000.0,0,1,1,1,-11506,-2331,4.0
4339,0,1,1,2,135000.0,2,4,1,1,-14683,-5355,4.0
4340,0,1,0,2,162000.0,0,2,1,1,-9662,-796,4.0
4341,1,0,1,1,234000.0,4,4,1,1,-11970,-1748,3.0
4342,1,0,1,2,135000.0,0,4,1,1,-12418,-226,4.0
4343,0,1,1,1,270000.0,4,4,1,1,-14084,-3246,3.0
4344,1,1,1,2,139500.0,4,4,1,1,-9649,-2284,4.0
4345,0,1,1,1,135000.0,4,4,1,1,-13770,-4369,3.0
4346,1,1,0,2,166500.0,0,1,1,1,-12312,-1199,4.0
4347,0,0,1,1,270000.0,4,4,1,1,-16616,-2722,3.0
4348,0,0,0,1,135000.0,0,4,1,5,-13689,-1172,3.0
4349,0,0,0,1,157500.0,4,4,0,1,-15100,-3500,3.0
4350,0,1,1,2,450000.0,4,4,1,1,-14874,-4693,4.0
4351,0,1,0,2,270000.0,2,1,1,1,-16053,-7369,4.0
4352,0,1,1,2,135000.0,2,4,1,1,-13424,-5251,4.0
4353,0,1,1,1,171000.0,0,2,1,1,-11095,-1993,3.0
4354,1,0,1,2,157500.0,4,4,1,1,-15031,-1436,4.0
4355,1,0,1,1,202500.0,0,4,1,1,-16184,-1003,3.0
4356,0,0,0,1,103500.0,4,4,1,1,-11720,-1191,3.0
4357,1,1,0,1,351000.0,0,4,1,1,-16143,-8479,3.0
4358,0,0,1,2,112500.0,4,1,1,1,-9985,-1738,4.0
4359,1,0,1,2,270000.0,4,4,1,1,-12488,-3608,4.0
4360,0,1,1,2,135000.0,2,4,1,1,-14683,-5355,4.0
4361,1,1,1,1,202500.0,4,4,1,1,-10144,-825,3.0
4362,1,1,1,1,112500.0,4,4,1,1,-11279,-508,3.0
4363,1,1,0,1,225000.0,4,4,1,1,-15243,-7260,3.0
4364,0,1,0,1,148500.0,4,4,1,1,-11675,-3779,3.0
4365,0,0,0,1,180000.0,0,4,1,1,-14122,-796,3.0
4366,0,1,1,2,90000.0,4,1,1,1,-11599,-1928,4.0
4367,0,0,1,1,229500.0,2,1,1,1,-11187,-1769,3.0
4368,0,0,1,1,135000.0,0,4,1,1,-15532,-8256,3.0
4369,0,0,1,2,135000.0,4,4,2,1,-14874,-2407,3.0
4370,0,0,0,1,90000.0,1,4,1,1,-9861,365243,3.0
4371,1,0,0,1,180000.0,0,3,1,1,-10940,-2483,3.0
4372,1,1,0,1,225000.0,4,4,1,1,-12239,-2600,3.0
4373,0,1,1,1,171000.0,0,2,1,1,-11095,-1993,3.0
4374,1,0,0,1,202500.0,4,4,1,1,-14829,-685,3.0
4375,0,0,1,2,90000.0,4,4,1,1,-13120,-1493,4.0
4376,1,1,0,2,162000.0,4,4,1,1,-12674,-1376,4.0
4377,1,1,0,1,112500.0,4,4,1,1,-14301,-200,3.0
4378,1,1,1,1,450000.0,4,1,1,3,-18476,-2625,3.0
4379,0,1,0,2,315000.0,4,1,1,1,-13793,-2653,4.0
4380,1,1,1,1,247500.0,4,1,1,2,-15606,-160,3.0
4381,0,0,1,2,189000.0,4,4,0,1,-13788,-351,4.0
4382,0,1,1,1,180000.0,0,2,0,1,-15445,-706,3.0
4383,1,0,1,2,225000.0,4,4,1,1,-17624,-686,4.0
4384,1,0,0,1,225000.0,4,1,1,1,-18093,-2493,3.0
4385,0,1,1,1,133650.0,0,4,1,1,-14596,-1965,3.0
4386,0,0,1,2,135000.0,4,4,1,1,-12589,-4096,4.0
4387,0,1,0,1,405000.0,4,4,1,4,-13810,-1678,3.0
4388,1,1,0,2,112500.0,4,4,1,1,-13095,-217,4.0
4389,0,0,1,1,157500.0,0,1,1,1,-13673,-2667,3.0
4390,1,0,0,2,360000.0,4,1,1,4,-15001,-1246,4.0
4391,1,0,1,1,225000.0,4,1,1,1,-10382,-1081,3.0
4392,0,0,1,1,90000.0,4,1,1,1,-10520,-2378,3.0
4393,0,0,1,1,90000.0,4,4,1,1,-14024,-369,3.0
4394,0,0,1,2,90000.0,4,1,1,1,-11864,-4513,4.0
4395,0,0,1,1,121500.0,4,4,1,1,-17297,-3482,3.0
4396,0,1,1,2,99000.0,2,4,1,1,-12622,-1800,4.0
4397,1,0,1,1,126000.0,0,4,0,1,-12755,-2105,3.0
4398,0,0,1,2,157500.0,0,1,1,1,-13766,-73,4.0
4399,0,1,1,2,202500.0,4,4,1,1,-13141,-1222,4.0
4400,1,1,1,2,225000.0,4,4,1,1,-14923,-5434,4.0
4401,1,1,1,2,90000.0,0,4,1,1,-16536,-655,4.0
4402,0,0,0,1,112500.0,4,4,1,1,-12872,-3720,3.0
4403,0,1,1,1,90000.0,2,4,1,1,-13639,-188,3.0
4404,0,0,1,2,180000.0,0,4,1,1,-12848,-3960,4.0
4405,0,0,1,1,99000.0,4,1,1,1,-16721,-8875,3.0
4406,1,1,1,1,135000.0,4,4,1,1,-11066,-1670,3.0
4407,1,1,1,1,270000.0,4,1,1,1,-17187,-4327,3.0
4408,1,1,0,2,315000.0,0,2,1,1,-11080,-657,4.0
4409,0,0,0,1,112500.0,4,4,0,1,-12210,-2747,3.0
4410,1,1,0,1,270000.0,0,1,1,1,-11373,-1371,3.0
4411,0,0,1,2,99000.0,4,4,2,1,-12676,-643,3.0
4412,1,1,1,1,157500.0,4,4,1,1,-15239,-2538,3.0
4413,1,0,0,1,135000.0,4,4,1,1,-11214,-1254,3.0
4414,0,0,1,1,180000.0,4,4,1,5,-8041,-1419,3.0
4415,1,0,1,2,135000.0,0,4,1,1,-13037,-200,4.0
4416,0,0,1,1,180000.0,4,4,1,1,-15116,-2284,3.0
4417,0,1,0,1,171000.0,4,4,0,1,-14017,-6488,3.0
4418,1,0,0,1,135000.0,4,4,1,1,-11101,-96,3.0
4419,0,1,1,1,391500.0,0,1,1,1,-17423,-472,3.0
4420,0,1,0,2,112500.0,4,4,0,1,-10668,-401,4.0
4421,0,1,0,1,135000.0,4,1,1,2,-12523,-2482,3.0
4422,0,1,1,2,103500.0,4,4,1,1,-11816,-1600,4.0
4423,0,1,0,1,180000.0,0,1,0,5,-9704,-592,3.0
4424,0,0,1,2,243000.0,2,1,1,1,-10177,-3395,4.0
4425,1,1,1,2,225000.0,4,1,1,1,-13456,-992,4.0
4426,1,1,1,2,243000.0,1,1,1,3,-19629,365243,4.0
4427,0,0,1,1,135000.0,0,4,0,1,-15759,-4541,3.0
4428,0,0,1,1,225000.0,4,4,1,5,-10035,-170,3.0
4429,0,0,1,1,112500.0,4,4,1,1,-10989,-135,3.0
4430,1,0,1,2,90000.0,0,4,1,1,-19026,-2881,4.0
4431,1,1,1,1,225000.0,4,1,1,1,-12607,-2177,3.0
4432,1,1,0,1,495000.0,4,4,1,1,-10261,-235,3.0
4433,0,0,1,2,157500.0,4,4,1,1,-13633,-1692,4.0
4434,1,1,1,1,247500.0,4,1,1,1,-9425,-232,3.0
4435,1,0,0,1,135000.0,0,4,1,1,-11296,-727,3.0
4436,0,0,0,1,81000.0,4,4,1,1,-14290,-1308,3.0
4437,0,1,0,1,225000.0,0,1,0,5,-9932,-668,3.0
4438,1,0,1,1,202500.0,0,4,1,1,-15085,-4033,3.0
4439,1,0,1,1,180000.0,4,1,1,1,-9441,-1235,3.0
4440,0,1,1,1,225000.0,0,1,0,1,-10689,-2819,3.0
4441,0,0,0,1,157500.0,4,4,1,1,-9529,-999,3.0
4442,0,0,1,1,337500.0,4,4,1,1,-12790,-3329,3.0
4443,0,1,1,1,157500.0,1,4,1,1,-20661,365243,3.0
4444,0,0,0,1,135000.0,4,4,1,1,-15692,-9136,3.0
4445,0,1,0,1,247500.0,4,4,1,1,-18434,-2483,3.0
4446,1,1,0,2,180000.0,0,4,1,1,-14781,-2934,4.0
4447,0,0,0,1,157500.0,4,4,0,1,-11398,-1687,3.0
4448,1,1,0,2,180000.0,4,2,1,1,-12463,-2170,4.0
4449,0,0,1,1,135000.0,0,4,1,1,-15491,-1539,3.0
4450,0,0,1,1,112500.0,4,1,1,1,-21271,-14473,3.0
4451,0,0,1,1,157500.0,0,1,1,1,-13673,-2667,3.0
4452,0,0,1,1,225000.0,0,4,1,1,-14584,-5770,3.0
4453,1,1,1,1,360000.0,0,4,1,1,-13940,-617,3.0
4454,0,0,1,1,112500.0,4,1,1,1,-21271,-14473,3.0
4455,0,0,0,1,81000.0,4,1,1,1,-10388,-657,3.0
4456,0,1,1,1,157500.0,4,1,1,1,-16680,-2477,3.0
4457,0,1,1,3,243000.0,0,1,3,4,-23198,-1112,4.0
4458,1,1,1,2,157500.0,1,4,1,1,-16957,365243,4.0
4459,0,0,0,2,180000.0,0,4,1,1,-13791,-1353,4.0
4460,1,1,1,2,225000.0,0,1,1,1,-14869,-229,4.0
4461,0,1,1,1,225000.0,0,1,1,1,-11241,-1327,3.0
4462,0,0,0,1,103500.0,4,4,1,1,-11720,-1191,3.0
4463,0,0,0,1,108000.0,0,4,1,1,-15150,-719,3.0
4464,1,1,1,2,112500.0,4,4,1,1,-10034,-1840,4.0
4465,0,0,1,1,135000.0,4,4,1,1,-10112,-3170,3.0
4466,1,1,1,2,292500.0,0,1,1,1,-15363,-3327,4.0
4467,0,0,1,1,112500.0,4,1,1,1,-13656,-2207,3.0
4468,1,1,1,1,135000.0,4,4,1,1,-15216,-2969,3.0
4469,0,1,1,2,202500.0,0,4,1,1,-12642,-3298,4.0
4470,0,0,1,1,126000.0,4,1,1,1,-12662,-1359,3.0
4471,0,0,1,1,256500.0,2,1,1,1,-17594,-1315,3.0
4472,0,1,0,1,306000.0,4,1,1,1,-9310,-1678,3.0
4473,1,0,0,2,157500.0,4,1,1,1,-11811,-4676,4.0
4474,1,1,1,2,225000.0,4,4,1,1,-15210,-4707,4.0
4475,0,0,1,1,117000.0,4,4,0,3,-10278,-1619,3.0
4476,0,1,1,1,270000.0,0,4,1,1,-13865,-1682,3.0
4477,0,0,1,2,135000.0,4,4,1,1,-12589,-4096,4.0
4478,1,0,0,1,225000.0,4,4,1,1,-19129,-806,3.0
4479,1,1,1,1,270000.0,0,4,1,1,-15167,-2162,3.0
4480,0,0,0,2,139500.0,4,2,1,5,-13166,-2988,4.0
4481,1,1,1,2,112500.0,4,4,1,1,-12070,-249,4.0
4482,1,1,1,1,292500.0,4,1,1,1,-14687,-4664,3.0
4483,0,0,1,1,180000.0,4,2,1,1,-8433,-750,3.0
4484,0,0,0,1,292500.0,4,2,1,1,-12454,-4030,3.0
4485,0,1,1,2,117000.0,4,4,1,1,-13173,-4967,4.0
4486,1,1,0,1,675000.0,4,4,1,2,-17157,-4549,3.0
4487,1,0,1,2,90000.0,0,4,1,1,-19026,-2881,4.0
4488,0,0,0,1,135000.0,4,4,1,1,-16415,-3054,3.0
4489,1,1,0,2,202500.0,0,1,1,1,-11716,-460,4.0
4490,0,1,1,1,234000.0,0,4,1,1,-10865,-1481,3.0
4491,1,0,1,1,157500.0,0,4,1,1,-10686,-3457,3.0
4492,1,1,0,1,202500.0,0,2,1,1,-10780,-3769,3.0
4493,0,0,1,2,112500.0,4,4,1,5,-14612,-397,4.0
4494,0,1,1,2,103500.0,4,4,1,1,-11816,-1600,4.0
4495,0,0,1,1,121500.0,4,4,1,1,-9448,-355,3.0
4496,0,0,1,1,112500.0,2,4,1,1,-9748,-1228,3.0
4497,1,1,1,1,180000.0,4,4,1,1,-13437,-1713,3.0
4498,1,1,0,1,225000.0,4,4,1,1,-10502,-1878,3.0
4499,0,0,1,1,121500.0,4,4,1,1,-9448,-355,3.0
4500,0,1,1,1,126000.0,4,1,1,1,-9441,-157,3.0
4501,0,0,0,1,225000.0,0,4,1,1,-10448,-3392,3.0
4502,0,0,1,1,675000.0,0,1,1,1,-15944,-1467,3.0
4503,0,0,1,1,157500.0,4,4,1,1,-13437,-1671,3.0
4504,0,0,0,1,157500.0,0,2,1,5,-11941,-2760,3.0
4505,0,0,0,1,90000.0,0,2,0,1,-11792,-126,3.0
4506,0,1,1,1,135000.0,4,1,1,1,-10014,-2311,3.0
4507,0,1,0,1,157500.0,4,1,1,1,-9697,-257,3.0
4508,1,1,1,1,180000.0,0,1,1,1,-15131,-1466,3.0
4509,0,1,1,1,270000.0,0,0,1,1,-12155,-979,3.0
4510,0,0,1,1,180000.0,1,1,1,1,-18979,365243,3.0
4511,1,1,0,2,157500.0,1,4,1,1,-20266,365243,4.0
4512,0,0,0,1,135000.0,4,1,1,1,-11524,-1892,3.0
4513,0,0,1,1,270000.0,4,4,1,1,-16616,-2722,3.0
4514,0,0,0,1,112500.0,4,1,0,5,-12076,-5362,3.0
4515,1,1,1,1,112500.0,4,4,0,1,-13165,-1022,3.0
4516,1,1,1,1,157500.0,4,4,1,1,-13867,-3095,3.0
4517,0,0,1,2,157500.0,4,4,1,1,-11375,-3793,4.0
4518,1,1,1,1,315000.0,0,4,1,5,-10317,-298,3.0
4519,0,1,0,1,67500.0,0,4,1,1,-11154,-231,3.0
4520,1,1,1,2,130500.0,4,4,1,1,-11647,-2905,4.0
4521,1,1,1,2,270000.0,4,4,1,1,-13360,-4086,4.0
4522,0,0,0,1,108000.0,0,4,1,1,-15150,-719,3.0
4523,1,1,0,2,112500.0,4,1,1,1,-16044,-6693,4.0
4524,0,0,1,2,126000.0,0,1,1,1,-12411,-1773,4.0
4525,1,0,1,2,360000.0,2,1,1,1,-16027,-5639,4.0
4526,0,0,1,1,202500.0,4,4,1,1,-14152,-4673,3.0
4527,0,0,0,1,247500.0,0,2,1,1,-12217,-2349,3.0
4528,1,1,1,1,193500.0,4,4,1,1,-10439,-2250,3.0
4529,0,0,1,1,67500.0,2,4,1,1,-13882,-3505,3.0
4530,0,1,1,3,90000.0,1,4,3,0,-23664,365243,4.0
4531,0,0,1,1,108000.0,4,4,1,1,-13012,-1342,3.0
4532,1,0,1,2,675000.0,2,4,1,1,-14163,-6886,4.0
4533,0,1,1,1,202500.0,4,4,1,1,-16499,-2391,3.0
4534,1,1,1,1,198000.0,0,1,0,1,-16149,-4279,3.0
4535,0,0,0,2,225000.0,2,4,1,1,-12079,-1984,4.0
4536,0,0,1,2,202500.0,0,4,0,0,-13792,-417,4.0
4537,1,1,0,2,270000.0,4,4,1,1,-14950,-938,4.0
4538,0,0,0,2,135000.0,4,4,1,1,-15050,-4977,4.0
4539,1,1,1,1,180000.0,0,1,1,1,-15131,-1466,3.0
4540,0,0,1,2,99000.0,0,1,1,1,-12752,-433,4.0
4541,0,0,0,2,180000.0,2,1,1,1,-11075,-2808,4.0
4542,0,1,0,1,108000.0,4,4,1,1,-15732,-95,3.0
4543,0,0,1,2,112500.0,4,4,1,1,-14608,-1261,4.0
4544,1,0,0,1,76500.0,4,4,1,1,-10257,-523,3.0
4545,1,0,0,1,225000.0,0,4,1,5,-17868,-1912,3.0
4546,0,0,0,2,315000.0,0,4,3,1,-11054,-421,3.0
4547,0,0,1,1,112500.0,4,1,1,1,-21271,-14473,3.0
4548,0,0,0,1,135000.0,4,1,1,5,-10263,-583,3.0
4549,1,1,0,1,202500.0,4,4,1,1,-9109,-595,3.0
4550,1,1,1,2,157500.0,4,4,1,5,-12859,-4056,4.0
4551,1,0,1,1,225000.0,4,1,1,1,-10382,-1081,3.0
